Id,NA_Sales,Platform,Year_of_Release,Genre,Publisher,JP_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
6706,0.14,X360,2008.0,Sports,Electronic Arts,0.0,63.0,48.0,6.9,18.0,EA Canada,E
6707,0.3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.01,75.0,71.0,7,139.0,Day 1 Studios,M
6708,0.04,PS,1997.0,Fighting,Xing Entertainment,0.16,,,,,,
6709,0.0,PS,2000.0,Adventure,Sony Computer Entertainment,0.37,,,,,,
6710,0.13,X360,2011.0,Action,Bethesda Softworks,0.0,61.0,59.0,6,116.0,InXile Entertainment,M
6711,0.52,PS3,2011.0,Sports,Electronic Arts,0.0,80.0,41.0,7.3,17.0,Electronic Arts,E
6712,0.14,PC,2012.0,Role-Playing,Electronic Arts,0.0,81.0,25.0,6.6,1097.0,Big Huge Games,M
6713,1.37,XB,2001.0,Racing,Microsoft Game Studios,0.05,85.0,35.0,8.2,28.0,Bizarre Creations,E
6714,1.27,NES,1988.0,Sports,Nintendo,0.78,,,,,,
6715,0.18,PS,1997.0,Adventure,Acclaim Entertainment,0.0,,,,,,
6716,0.28,GBA,2003.0,Action,THQ,0.0,,,tbd,,Vicarious Visions,E
6717,0.91,NES,1989.0,Platform,Capcom,0.42,,,,,,
6718,0.0,X360,2011.0,Role-Playing,Capcom,0.03,,,,,,
6719,2.2,X360,2009.0,Action,Eidos Interactive,0.02,92.0,78.0,8.7,1080.0,Rocksteady Studios,T
6720,0.0,PSV,2015.0,Adventure,dramatic create,0.02,,,,,,
6721,0.94,X360,2011.0,Shooter,Electronic Arts,0.0,90.0,83.0,8.6,679.0,Visceral Games,M
6722,1.91,X360,2008.0,Action,Activision,0.0,75.0,42.0,7.4,32.0,"Luxoflux, Inc.",E10+
6723,0.1,PS2,2008.0,Sports,Crave Entertainment,0.0,,,,,,
6724,0.0,N64,1999.0,Racing,Takara,0.05,,,,,,
6725,0.81,XB,2004.0,Sports,Electronic Arts,0.0,85.0,28.0,7.6,14.0,EA Canada,E
6726,0.28,XB,2005.0,Simulation,Konami Digital Entertainment,0.0,75.0,16.0,8.6,8.0,Konami,E10+
6727,0.24,PS2,2000.0,Action,THQ,0.34,75.0,17.0,8.8,24.0,Omega Force,T
6728,0.02,PS,1996.0,Shooter,Time Warner Interactive,0.0,,,,,,
6729,0.0,PC,2013.0,Racing,Codemasters,0.0,80.0,17.0,5.7,571.0,Codemasters,E
6730,0.03,PSP,2006.0,Misc,Myelin Media,0.0,63.0,13.0,tbd,,3G Studios,T
6731,0.0,PSP,2006.0,Racing,Sega,0.1,,,,,,
6732,0.03,PS2,2005.0,Fighting,SNK,0.0,73.0,28.0,8.8,14.0,SNK Playmore,T
6733,0.04,Wii,2011.0,Action,THQ,0.0,,,,,,
6734,0.0,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,,,,,,
6735,0.0,3DS,2015.0,Action,Nintendo,0.04,,,,,,
6736,0.54,GBA,2004.0,Adventure,Disney Interactive Studios,0.0,39.0,6.0,7.6,5.0,Vicarious Visions,E
6737,0.0,PSP,2005.0,Role-Playing,Ignition Entertainment,0.08,,,,,,
6738,0.26,PSP,2006.0,Shooter,Sony Computer Entertainment,0.0,87.0,58.0,9,118.0,Sony Bend,M
6739,0.01,PS3,2012.0,Action,Namco Bandai Games,0.86,64.0,33.0,6.5,55.0,"Omega Force, Tecmo Koei Games",T
6740,0.1,GBA,2005.0,Misc,Vivendi Games,0.0,,,,,,
6741,0.02,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.09,93.0,5.0,7.9,83.0,Vanillaware,T
6742,0.01,PS,2000.0,Strategy,Empire Interactive,0.0,71.0,6.0,tbd,,Minds-Eye Productions,E
6743,0.04,XB,2004.0,Action,Disney Interactive Studios,0.0,69.0,36.0,4.3,4.0,Climax Group,T
6744,0.26,PS2,2003.0,Shooter,Activision,0.0,66.0,21.0,8,23.0,Raster,M
6745,0.02,PS,2001.0,Action,Berkeley,0.0,,,,,,
6746,0.0,DS,2009.0,Role-Playing,Namco Bandai Games,0.05,,,,,,
6747,0.0,DS,2009.0,Adventure,Tecmo Koei,0.08,,,,,,
6748,0.37,2600,1981.0,Action,Activision,0.0,,,,,,
6749,0.02,XB,2005.0,Sports,Global Star,0.0,62.0,6.0,tbd,,Celeris,E
6750,0.27,PS2,2000.0,Strategy,Electronic Arts,0.41,75.0,20.0,8.4,12.0,Koei,T
6751,0.0,PC,2009.0,Sports,Sega,0.0,87.0,33.0,9,262.0,Sports Interactive,E
6752,0.03,3DS,2014.0,Adventure,Namco Bandai Games,0.0,60.0,6.0,tbd,,Vicious Cycle,E10+
6753,0.04,XB,2003.0,Shooter,Zoo Digital Publishing,0.0,55.0,11.0,tbd,,Terminal Reality,T
6754,0.01,PS4,2016.0,Action,Capcom,0.01,82.0,4.0,6.6,8.0,Blue Castle Games,M
6755,0.06,PS3,2012.0,Role-Playing,Tecmo Koei,0.14,70.0,17.0,6.6,120.0,Gust,T
6756,0.11,PS2,2001.0,Racing,Acclaim Entertainment,0.0,35.0,9.0,3.4,16.0,Acclaim,T
6757,0.0,PS2,2007.0,Misc,Paon,0.04,,,,,,
6758,0.0,DS,2007.0,Role-Playing,Sega,0.07,,,,,,
6759,0.31,PS3,2015.0,Sports,Sony Computer Entertainment,0.0,,,8.2,6.0,SCEA San Diego Studios,E
6760,0.57,PS2,2005.0,Action,Activision,0.07,,,,,,
6761,0.48,GC,2006.0,Sports,Electronic Arts,0.0,82.0,14.0,9.2,5.0,EA Tiburon,E
6762,0.04,PSP,2006.0,Action,Tecmo Koei,0.0,57.0,28.0,8.1,8.0,Omega Force,T
6763,0.0,SNES,1993.0,Fighting,Namco Bandai Games,1.45,,,,,,
6764,0.34,PS2,2008.0,Sports,Take-Two Interactive,0.0,,,8,4.0,Visual Concepts,E
6765,0.0,DS,2007.0,Sports,Jaleco,0.18,,,,,,
6766,0.0,PSP,2008.0,Adventure,5pb,0.01,,,,,,
6767,0.12,DS,2007.0,Racing,Activision,0.0,,,tbd,,Torus Games,E
6768,0.01,XB,2005.0,Racing,Wanadoo,0.0,45.0,10.0,7.5,4.0,Babylon Software,T
6769,0.2,XOne,2016.0,Sports,Electronic Arts,0.0,77.0,23.0,4,38.0,"EA Canada, EA Vancouver",E10+
6770,0.14,PS3,2009.0,Action,Tecmo Koei,0.15,62.0,22.0,7,26.0,Omega Force,T
6771,0.14,DS,2010.0,Simulation,THQ,0.0,,,tbd,,THQ,E
6772,0.05,GC,2002.0,Racing,Electronic Arts,0.0,67.0,12.0,6.8,11.0,Pseudo Interactive,T
6773,0.0,GB,2001.0,Platform,Capcom,0.07,,,,,,
6774,0.25,DS,2010.0,Simulation,Nintendo,0.0,87.0,4.0,5.6,9.0,Indies Zero,E
6775,0.0,PS2,2006.0,Adventure,Interchannel,0.04,,,,,,
6776,0.01,PS,1997.0,Shooter,Virgin Interactive,0.0,,,,,,
6777,0.53,PS3,2009.0,Misc,Activision,0.0,86.0,54.0,5.7,87.0,Neversoft Entertainment,T
6778,0.4,GBA,2002.0,Misc,Universal Interactive,0.0,47.0,5.0,7,4.0,Digital Illusions,E
6779,0.47,GBA,2004.0,Adventure,Majesco Entertainment,0.0,,,tbd,,Gorilla Systems,E
6780,0.0,PSP,2011.0,Role-Playing,Irem Software Engineering,0.01,,,,,,
6781,0.44,Wii,2009.0,Sports,XS Games,0.0,,,7.6,5.0,Piranha Games,E
6782,0.0,SAT,1994.0,Shooter,Acclaim Entertainment,0.25,,,,,,
6783,0.19,DS,2008.0,Role-Playing,Nintendo,0.08,69.0,23.0,7.3,18.0,Paon Corporation,E10+
6784,0.25,Wii,2011.0,Misc,Ubisoft,0.0,,,tbd,,Ubisoft,E
6785,0.0,3DS,2013.0,Simulation,Namco Bandai Games,0.03,,,,,,
6786,0.1,PS3,2012.0,Simulation,Konami Digital Entertainment,0.02,73.0,27.0,8.4,18.0,Gaijin Entertainment,T
6787,0.0,SAT,1999.0,Sports,ASCII Entertainment,0.09,,,,,,
6788,0.0,PC,2015.0,Simulation,Electronic Arts,0.0,,,5.3,12.0,Maxis,T
6789,0.05,PS4,2016.0,Simulation,Focus Home Interactive,0.0,69.0,17.0,8.7,12.0,Maximum Games,E
6790,0.29,PS,2001.0,Shooter,Sony Computer Entertainment,0.0,73.0,19.0,8.5,36.0,Sony Bend,M
6791,0.0,PS2,2006.0,Simulation,Konami Digital Entertainment,0.02,,,,,,
6792,0.09,X360,2009.0,Fighting,Ignition Entertainment,0.01,63.0,57.0,4.2,33.0,SNK Playmore,T
6793,0.92,PS2,2004.0,Fighting,Midway Games,0.0,81.0,43.0,8.5,90.0,Midway,M
6794,0.02,PS2,2005.0,Action,Hip Interactive,0.0,51.0,16.0,7.4,16.0,Blue 52,T
6795,0.19,DS,2008.0,Sports,Activision,0.0,39.0,11.0,tbd,,Creat Studios,E
6796,0.05,WiiU,2013.0,Shooter,Square Enix,0.0,,,,,,
6797,0.22,Wii,2011.0,Misc,THQ,0.0,,,,,,
6798,0.09,DS,2007.0,Role-Playing,Rising Star Games,0.0,56.0,8.0,tbd,,Global A,E10+
6799,0.0,DS,2008.0,Simulation,Konami Digital Entertainment,0.03,,,,,,
6800,0.0,PSV,2016.0,Adventure,D3Publisher,0.02,,,,,,
6801,0.05,3DS,2011.0,Racing,Ubisoft,0.0,48.0,13.0,5,20.0,Ubisoft,M
6802,0.02,PSP,2008.0,Action,Tecmo Koei,0.18,62.0,13.0,6.6,10.0,"Omega Force, Koei Canada",T
6803,0.08,PSP,2005.0,Simulation,Marvelous Interactive,0.0,,,,,,
6804,0.0,Wii,2008.0,Fighting,Sega,0.06,,,,,,
6805,0.59,PS3,2012.0,Action,Square Enix,0.07,83.0,30.0,7.5,511.0,Io Interactive,M
6806,0.0,PS3,2008.0,Sports,Konami Digital Entertainment,0.03,,,,,,
6807,0.15,X360,2014.0,Shooter,Sega,0.0,,,8.2,113.0,Creative Assembly,M
6808,0.92,DS,2010.0,Platform,Sega,0.0,70.0,24.0,7.5,28.0,Creative Assembly,E
6809,0.17,PSP,2010.0,Shooter,Sony Computer Entertainment,0.06,74.0,51.0,8,20.0,Slant Six,T
6810,0.11,GC,2005.0,Action,Vivendi Games,0.0,84.0,30.0,9.1,14.0,Radical Entertainment,T
6811,0.24,XB,2006.0,Sports,Take-Two Interactive,0.0,71.0,21.0,5.7,12.0,Kush Games,E
6812,0.0,PS,1997.0,Strategy,Banpresto,0.3,,,,,,
6813,2.14,PS,1998.0,Racing,Electronic Arts,0.0,88.0,13.0,,,EA Canada,E
6814,0.18,GBA,2003.0,Action,Konami Digital Entertainment,0.0,59.0,6.0,tbd,,Konami Computer Entertainment Hawaii,E
6815,0.0,GC,2005.0,Sports,Konami Digital Entertainment,0.08,,,,,,
6816,0.75,PS3,2011.0,Platform,Sony Computer Entertainment,0.05,,,,,,
6817,0.62,XB,2004.0,Role-Playing,Activision,0.0,82.0,63.0,8.5,14.0,Raven Software,T
6818,0.0,PC,2011.0,Strategy,Unknown,0.0,66.0,4.0,7.8,48.0,Team 17,E10+
6819,0.06,PSP,2008.0,Role-Playing,Nippon Ichi Software,0.18,,,,,,
6820,0.17,Wii,2010.0,Racing,Electronic Arts,0.0,50.0,8.0,3.7,18.0,Exient Entertainment,E10+
6821,2.24,PS3,2009.0,Action,Eidos Interactive,0.07,91.0,70.0,8.9,1122.0,Rocksteady Studios,T
6822,0.0,PC,2009.0,Strategy,Kalypso Media,0.0,79.0,48.0,8.1,184.0,Haemimont,T
6823,2.08,XOne,2015.0,Sports,Electronic Arts,0.0,84.0,23.0,6.1,124.0,EA Sports,E
6824,0.0,DS,2007.0,Role-Playing,Nintendo,0.12,,,,,Mistwalker,E10+
6825,0.07,DS,2006.0,Action,Electronic Arts,0.0,33.0,8.0,4.9,13.0,EA Tiburon,E
6826,0.08,PS2,2003.0,Sports,Activision,0.0,83.0,23.0,9,12.0,Shaba Games,E
6827,0.07,PS2,2005.0,Role-Playing,Namco Bandai Games,0.35,72.0,37.0,7.7,38.0,Namco,T
6828,0.13,PS3,2008.0,Sports,Sega,0.0,67.0,31.0,7.4,7.0,Sumo Digital,E10+
6829,0.19,PSP,2005.0,Misc,Activision,0.0,37.0,6.0,6.4,20.0,Activision,E10+
6830,0.07,PS,1998.0,Racing,Interplay,0.0,,,,,,
6831,0.35,XB,2001.0,Sports,Electronic Arts,0.0,76.0,15.0,7.5,6.0,Electronic Arts,E
6832,0.1,GC,2003.0,Sports,Infogrames,0.0,70.0,4.0,9.4,5.0,Humongous Entertainment,E
6833,0.29,X360,2007.0,Action,Ubisoft,0.0,78.0,35.0,8.6,84.0,Ubisoft Montreal,T
6834,0.07,PSP,2006.0,Platform,Ubisoft,0.0,,,tbd,,Ubisoft,E10+
6835,1.7,PSP,2006.0,Action,Take-Two Interactive,0.16,86.0,50.0,8,150.0,Rockstar Leeds,M
6836,0.07,XB,2004.0,Sports,Konami Digital Entertainment,0.0,90.0,25.0,8.4,11.0,KCET,E
6837,0.26,PSP,2006.0,Misc,Capcom,0.03,75.0,27.0,tbd,,"Capcom, Klein Computer Entertainment",T
6838,1.03,2600,1982.0,Platform,Atari,0.0,,,,,,
6839,0.15,PS3,2014.0,Sports,Electronic Arts,0.01,73.0,33.0,4.3,87.0,EA Canada,E
6840,0.08,N64,1998.0,Sports,Interplay,0.0,,,,,,
6841,0.38,3DS,2012.0,Action,Activision,0.0,62.0,7.0,4.6,20.0,Exient Entertainment,E
6842,0.38,Wii,2007.0,Action,Electronic Arts,0.0,69.0,34.0,7.2,28.0,EA Games,E10+
6843,0.65,PS4,2016.0,Role-Playing,Namco Bandai Games,0.34,89.0,69.0,8.8,1940.0,From Software,M
6844,0.0,Wii,2011.0,Misc,Nordic Games,0.0,,,tbd,,Le Cortex,T
6845,0.06,PSP,2008.0,Puzzle,Empire Interactive,0.0,74.0,6.0,tbd,,Empire Interactive,E
6846,0.0,PS4,2016.0,Action,Avanquest,0.0,52.0,13.0,7.9,34.0,"Edge Entertainment, Anima Project",T
6847,0.0,GBA,2004.0,Shooter,Nintendo,0.08,,,,,,
6848,0.06,XB,2005.0,Platform,THQ,0.0,,,,,,
6849,0.36,GBA,2001.0,Platform,Ubisoft,0.0,84.0,17.0,8.4,16.0,Digital Eclipse,E
6850,0.04,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.01,,,7.8,9.0,TT Games,E10+
6851,0.0,SAT,1998.0,Adventure,Data East,0.11,,,,,,
6852,0.09,GBA,2005.0,Platform,Ubisoft,0.0,,,,,,
6853,0.14,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.08,70.0,23.0,8.5,14.0,Zener Works,T
6854,0.0,PS,2002.0,Adventure,Konami Digital Entertainment,0.06,,,,,,
6855,0.0,PSP,2009.0,Fighting,Namco Bandai Games,0.41,,,,,,
6856,0.54,X360,2010.0,Shooter,City Interactive,0.0,45.0,39.0,5.8,89.0,City Interactive,M
6857,0.03,Wii,2007.0,Fighting,505 Games,0.0,75.0,15.0,8.4,19.0,Arc System Works,T
6858,0.04,DS,2008.0,Misc,Rising Star Games,0.0,72.0,6.0,tbd,,Rising Star Games,E
6859,0.41,Wii,2009.0,Misc,Knowledge Adventure,0.0,,,,,,
6860,0.0,PSV,2014.0,Adventure,Idea Factory,0.03,,,,,,
6861,0.56,PS,2000.0,Sports,Sony Computer Entertainment,0.0,73.0,10.0,tbd,,989 Sports,E
6862,0.0,PS2,2006.0,Adventure,Alchemist,0.02,,,,,,
6863,0.05,DS,2011.0,Action,Activision,0.0,33.0,6.0,5.6,7.0,Silicon Knights,E10+
6864,0.0,PS,1995.0,Sports,Victor Interactive,0.07,,,,,,
6865,0.58,2600,1982.0,Action,Wizard Video Games,0.0,,,,,,
6866,0.0,PSV,2015.0,Action,FuRyu,0.02,,,,,,
6867,0.0,PC,2012.0,Racing,Namco Bandai Games,0.0,72.0,9.0,6,83.0,Bugbear,T
6868,1.42,PS2,2002.0,Shooter,Ubisoft,0.0,63.0,18.0,8.3,22.0,Ubisoft,M
6869,0.03,PS,1996.0,Sports,Gremlin Interactive Ltd,0.0,,,,,,
6870,0.0,PS,1994.0,Role-Playing,Sony Computer Entertainment,0.09,,,,,,
6871,0.0,PS,2000.0,Sports,Tecmo Koei,0.11,,,,,,
6872,0.01,GBA,2006.0,Action,THQ,0.0,,,,,,
6873,0.17,PS2,2003.0,Shooter,Vivendi Games,0.0,81.0,28.0,8.9,17.0,Mass Media,T
6874,0.0,SNES,1997.0,Sports,Nintendo,0.17,,,,,,
6875,0.08,DS,,Simulation,Unknown,0.0,,,tbd,,Electronic Arts,E
6876,0.16,PS3,2010.0,Platform,Activision,0.0,57.0,11.0,4.5,6.0,Xpec,E10+
6877,0.1,GBA,2001.0,Shooter,Activision,0.0,81.0,24.0,8.5,15.0,David A. Palmer Productions,T
6878,0.07,X360,2016.0,Sports,Electronic Arts,0.0,,,1.7,23.0,"EA Sports, EA Vancouver",E
6879,0.15,GBA,2002.0,Shooter,TDK Mediactive,0.0,61.0,8.0,6.5,4.0,Lucky Chicken,E
6880,0.0,DS,2008.0,Strategy,Square Enix,0.05,,,,,,
6881,0.05,GC,2005.0,Sports,Crave Entertainment,0.0,47.0,4.0,tbd,,Crave,E
6882,0.0,PC,2011.0,Simulation,bitComposer Games,0.0,,,tbd,,B-Alive,
6883,0.77,PS2,2000.0,Racing,Take-Two Interactive,0.0,79.0,21.0,6.8,18.0,Rockstar San Diego,T
6884,0.0,PSV,2016.0,Adventure,Idea Factory,0.03,,,,,,
6885,0.0,PS,1998.0,Sports,Namco Bandai Games,0.42,,,,,,
6886,0.02,PSV,2014.0,Action,Tecmo Koei,0.17,82.0,5.0,8.6,42.0,"Omega Force, Koei Tecmo Games",T
6887,0.11,PS,1998.0,Racing,Sony Computer Entertainment,0.0,,,,,,
6888,0.45,PS,1996.0,Action,Virgin Interactive,0.22,,,,,,
6889,0.19,PS3,2009.0,Racing,Activision,0.0,,,tbd,,Sidhe Interactive,E
6890,0.07,XB,2003.0,Racing,THQ,0.0,87.0,23.0,8.5,14.0,Climax Group,E
6891,0.47,Wii,2012.0,Sports,Electronic Arts,0.0,,,7.3,4.0,EA Tiburon,E
6892,0.0,PC,2014.0,Racing,Ubisoft,0.0,80.0,12.0,6.8,97.0,RedLynx,E10+
6893,0.53,Wii,2009.0,Adventure,Nintendo,0.42,62.0,22.0,7.2,36.0,Creatures Inc.,E
6894,0.0,DS,2009.0,Strategy,CDV Software Entertainment,0.0,,,,,,
6895,0.15,XB,2003.0,Platform,Activision,0.0,58.0,27.0,6.4,9.0,GenePool,T
6896,0.06,GC,2004.0,Action,Ubisoft,0.0,78.0,25.0,8,11.0,Ubisoft,T
6897,0.0,PSP,2012.0,Adventure,Idea Factory,0.02,,,,,,
6898,0.18,PS,1996.0,Racing,Psygnosis,0.42,,,,,,
6899,0.02,GBA,2005.0,Misc,Zoo Digital Publishing,0.0,,,tbd,,EC Interactive Games,E
6900,0.15,PSV,2011.0,Sports,Sony Computer Entertainment,0.25,76.0,55.0,8.1,77.0,Clap Hanz,E
6901,0.0,DS,2006.0,Misc,TDK Core,0.06,,,,,,
6902,0.0,XOne,2016.0,Simulation,Koch Media,0.0,53.0,15.0,6.3,63.0,Coffee Stain Studios,T
6903,0.01,PS4,2016.0,Adventure,FuRyu Corporation,0.0,,,,,,
6904,1.05,DS,2007.0,Action,Disney Interactive Studios,0.0,,,,,,
6905,0.0,PS4,2016.0,Adventure,Sega,0.16,,,,,Ryu ga Gotoku Studios,
6906,0.01,PS2,2006.0,Shooter,Activision,0.0,70.0,8.0,9.2,32.0,Activision Value,E10+
6907,0.28,PSP,2005.0,Shooter,Konami Digital Entertainment,0.0,59.0,42.0,6.5,61.0,Konami,T
6908,0.1,DS,2008.0,Puzzle,Game Factory,0.0,66.0,8.0,tbd,,Two Tribes,E
6909,0.57,PS,1999.0,Adventure,THQ,0.0,,,,,,
6910,0.0,PSP,2010.0,Strategy,Irem Software Engineering,0.03,,,,,,
6911,0.41,DS,2004.0,Action,Activision,0.03,61.0,46.0,5,6.0,Vicarious Visions,E
6912,0.07,3DS,2011.0,Fighting,Deep Silver,0.0,58.0,16.0,5.9,28.0,Papaya Studios,E10+
6913,0.22,X360,2008.0,Action,Sega,0.0,55.0,42.0,6.4,24.0,Edge of Reality,T
6914,0.04,PS2,2005.0,Action,Namco Bandai Games,0.0,60.0,44.0,8.2,26.0,Namco,T
6915,0.55,3DS,2011.0,Fighting,Capcom,0.14,85.0,69.0,8.1,206.0,Capcom,T
6916,0.0,PS3,2013.0,Role-Playing,Capcom,0.02,,,,,,
6917,0.08,PS2,2007.0,Action,Blast! Entertainment Ltd,0.0,,,tbd,,EKO Software,E
6918,0.0,PSP,2010.0,Adventure,Kadokawa Shoten,0.01,,,,,,
6919,0.12,PSP,2008.0,Action,Activision,0.0,,,,,,
6920,0.0,PS,2000.0,Sports,Konami Digital Entertainment,0.27,,,,,,
6921,0.29,PS2,2001.0,Shooter,Vivendi Games,0.0,87.0,24.0,8.6,94.0,Gearbox Software,M
6922,0.25,PS2,2002.0,Misc,Activision,0.0,75.0,13.0,7.7,6.0,Contraband Entertainment,E
6923,0.11,PSP,2008.0,Platform,Vivendi Games,0.0,,,6.5,8.0,Virtuos,E10+
6924,0.02,GBA,2002.0,Action,LSP Games,0.0,71.0,14.0,tbd,,LSP,T
6925,1.12,DS,2007.0,Adventure,Disney Interactive Studios,0.0,,,tbd,,1st Playable Productions,E
6926,0.0,PC,2005.0,Strategy,Take-Two Interactive,0.0,,,,,,
6927,0.85,PS,1996.0,Shooter,Fox Interactive,0.0,,,,,,
6928,0.0,PS3,2011.0,Action,Sony Computer Entertainment,0.06,,,7.4,27.0,Bluepoint Games,T
6929,0.06,PS2,2007.0,Fighting,AQ Interactive,0.04,77.0,12.0,8.1,8.0,Examu,T
6930,0.0,PC,2016.0,Action,Ubisoft,0.0,79.0,13.0,6.8,42.0,Nadeo,E
6931,0.35,DS,2008.0,Adventure,Ubisoft,0.0,,,tbd,,Magic Pockets,E
6932,0.13,Wii,2010.0,Sports,Namco Bandai Games,0.0,,,tbd,,h.a.n.d. Inc.,E
6933,0.0,X360,2010.0,Shooter,Cave,0.03,,,,,,
6934,0.14,Wii,2008.0,Adventure,Sega,0.0,67.0,9.0,tbd,,Her Interactive,E
6935,0.1,PS3,2013.0,Role-Playing,Square Enix,0.19,61.0,33.0,7.7,237.0,Access Games,M
6936,0.0,GBA,2001.0,Sports,Konami Digital Entertainment,0.27,,,,,,
6937,0.0,DS,2008.0,Action,Takara Tomy,0.12,,,,,,
6938,0.13,DS,2009.0,Misc,Ubisoft,0.0,,,tbd,,Ubisoft,E
6939,0.0,3DS,2016.0,Adventure,Happinet,0.05,,,,,,
6940,0.05,DS,2009.0,Misc,Arc System Works,0.0,,,tbd,,Arc System Works,E
6941,0.01,X360,2014.0,Fighting,Namco Bandai Games,0.0,53.0,17.0,5.1,44.0,Artdink,T
6942,0.1,PS2,2004.0,Shooter,Konami Digital Entertainment,0.0,65.0,37.0,7.1,8.0,KCET,M
6943,0.35,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,,,,,,
6944,1.8,Wii,,Action,Warner Bros. Interactive Entertainment,0.0,74.0,17.0,7.9,22.0,Traveller's Tales,E10+
6945,0.0,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,,,,,,
6946,0.15,Wii,,Action,,0.14,,,,,,
6947,0.17,X360,2009.0,Strategy,Eidos Interactive,0.01,76.0,48.0,7.4,41.0,Eidos Interactive,T
6948,0.02,DS,2010.0,Strategy,Storm City Games,0.0,,,tbd,,Storm City Games,E10+
6949,0.02,PS2,2002.0,Adventure,Capcom,0.0,59.0,21.0,7.5,4.0,Arika,E
6950,0.12,DS,2010.0,Adventure,City Interactive,0.0,50.0,8.0,tbd,,City Interactive,E
6951,0.0,PSP,2007.0,Role-Playing,Nippon Ichi Software,0.03,,,,,,
6952,0.62,3DS,2013.0,Misc,Nintendo,0.55,57.0,47.0,6.3,117.0,"Nintendo, Nd Cube",E
6953,0.0,PC,2003.0,Action,Take-Two Interactive,0.0,94.0,30.0,8.8,1520.0,Rockstar North,M
6954,0.44,Wii,2009.0,Shooter,Sega,0.02,78.0,65.0,8.7,95.0,Headstrong Games,M
6955,0.0,DS,2007.0,Misc,Namco Bandai Games,0.06,,,,,,
6956,0.58,PS,,Action,Eidos Interactive,0.0,91.0,17.0,9,132.0,Crystal Dynamics,T
6957,0.11,PS2,2005.0,Action,Sega,0.0,74.0,33.0,8.4,65.0,Creative Assembly,M
6958,0.05,PSP,2009.0,Action,Ubisoft Annecy,0.06,63.0,27.0,8,13.0,Now Production,M
6959,0.75,X360,2012.0,Action,Activision,0.0,80.0,35.0,6.6,38.0,Toys for Bob,E10+
6960,0.0,PS3,2012.0,Action,Sega,0.59,83.0,34.0,8.5,180.0,Ryu ga Gotoku Studios,M
6961,0.01,PS3,,Adventure,Unknown,0.0,,,,,,
6962,0.11,PS2,2001.0,Simulation,Sammy Corporation,0.0,59.0,16.0,tbd,,Bit Town,E
6963,0.0,DS,2006.0,Action,Nintendo,0.1,,,,,,
6964,0.0,GBA,2002.0,Sports,Konami Digital Entertainment,0.14,,,,,,
6965,0.13,X360,2011.0,Misc,Konami Digital Entertainment,0.0,,,tbd,,Hijinx Studios,T
6966,0.25,3DS,2011.0,Strategy,Ubisoft,0.05,44.0,18.0,5.3,9.0,Ubisoft,E10+
6967,0.64,X360,2011.0,Role-Playing,Namco Bandai Games,0.0,89.0,66.0,8.4,1106.0,From Software,M
6968,0.0,DS,2009.0,Strategy,D3Publisher,0.01,,,,,,
6969,0.18,X360,2010.0,Action,Rising Star Games,0.0,68.0,39.0,8.2,332.0,Access Games,M
6970,0.04,PS4,2016.0,Strategy,Take-Two Interactive,0.0,88.0,28.0,8,116.0,Firaxis Games,T
6971,0.0,PC,2012.0,Racing,Codemasters,0.0,62.0,8.0,5.4,46.0,Codemasters,E
6972,0.07,XB,2002.0,Action,Activision,0.0,54.0,18.0,5,4.0,Treyarch,T
6973,1.85,PS4,2016.0,Shooter,Sony Computer Entertainment,0.19,93.0,113.0,7.9,7064.0,Naughty Dog,T
6974,0.04,PS4,2016.0,Action,Ubisoft,0.0,72.0,32.0,7.4,49.0,Ubisoft Montreal,M
6975,1.35,PS4,2016.0,Shooter,Ubisoft,0.15,80.0,64.0,7,2219.0,Massive Entertainment,M
6976,6.06,Wii,2007.0,Platform,Nintendo,1.2,97.0,73.0,8.9,2147.0,Nintendo,E
6977,0.92,Wii,2009.0,Misc,Activision,0.0,89.0,25.0,6.9,49.0,Vicarious Visions,T
6978,0.0,PC,2015.0,Action,Activision,0.0,74.0,9.0,7.6,56.0,PlatinumGames,T
6979,0.16,N64,1996.0,Sports,Atlus,0.0,,,,,,
6980,0.17,Wii,2009.0,Action,Sega,0.0,53.0,6.0,5.8,4.0,Pyro Studios,E
6981,0.1,X360,2008.0,Shooter,Moss,0.01,63.0,4.0,7.8,10.0,Moss,E10+
6982,0.0,PS2,2002.0,Racing,BAM! Entertainment,0.03,,,,,,
6983,0.0,GG,1992.0,Platform,Sega,0.04,,,,,,
6984,0.13,XB,2005.0,Misc,Namco Bandai Games,0.0,62.0,23.0,tbd,,Backbone Vancouver,E10+
6985,0.18,PSP,2010.0,Action,Sega,0.0,49.0,8.0,tbd,,High Voltage Software,T
6986,0.0,PS,1996.0,Role-Playing,Seta Corporation,0.2,,,,,,
6987,2.8,PS3,2008.0,Platform,Sony Computer Entertainment,0.17,95.0,85.0,6.8,5311.0,"SCE/WWS, Media Molecule",E
6988,0.41,N64,1999.0,Misc,THQ,0.0,,,,,,
